submission_id,age,displayed_sentence,gender,itemname,list_assignment,startDate,time_spent,pejorative_type,action,pejorative_word,response
193627,20,<!-- female --><!-- COI_neg --><q>That jerk Owen never contributes ideas during brainstorming sessions!</q>,female,Item17,B,Wed Mar 19 2025 12:47:59 GMT-0500 (Central Daylight Time),2123,COI,neg,jerk,Individual
193627,20,<!-- male --><!-- COI_promisc --><q>That douche Kevin brags about his sexual adventures to everyone!</q>,female,Item6,B,Wed Mar 19 2025 12:47:59 GMT-0500 (Central Daylight Time),631,COI,promisc,douche,Individual
193627,20,<!-- female --><!-- GOI_promisc --><q>That whore Claire flaunts her body to get special treatment!</q>,female,Item21,B,Wed Mar 19 2025 12:47:59 GMT-0500 (Central Daylight Time),82455,GOI,promisc,whore,Individual
193627,20,<!-- male --><!-- GOI_neg --><q>That cunt Olivia always takes the last coffee without making more!</q>,female,Item8,B,Wed Mar 19 2025 12:47:59 GMT-0500 (Central Daylight Time),17944,GOI,neg,cunt,Individual
569692,34,<!-- male --><!-- COI_neutral --><q>That dick Michael comes from a family with three siblings!</q>,female,Item10,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),8226,COI,neutral,dick,Individual
569692,34,<!-- male --><!-- GOI_promisc --><q>That whore Amelia wore an extremely revealing outfit to the professional event!</q>,female,Item12,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),11660,GOI,promisc,whore,Group
569692,34,<!-- male --><!-- COI_neg --><q>That douchebag Daniel always takes the last coffee without making more!</q>,female,Item8,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),6755,COI,neg,douchebag,Individual
569692,34,<!-- female --><!-- GOI_neg --><q>That slut Ashley stole money from the department budget!</q>,female,Item5,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),891,GOI,neg,slut,Individual
569692,34,<!-- male --><!-- GOI_promisc --><q>That cunt Zoe is always trying to seduce her coworkers' partners!</q>,female,Item18,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),964,GOI,promisc,cunt,Individual
569692,34,<!-- female --><!-- GOI_neutral --><q>That cunt Victoria drinks tea instead of coffee!</q>,female,Item19,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),1192,GOI,neutral,cunt,Individual
569692,34,<!-- female --><!-- COI_promisc --><q>That asshole Ryan has slept with half the people in our friend group!</q>,female,Item3,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),924,COI,promisc,asshole,Individual
569692,34,<!-- female --><!-- GOI_neutral --><q>That bitch Mia has moved here recently from Chicago!</q>,female,Item1,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),1222,GOI,neutral,bitch,Individual
569692,34,<!-- female --><!-- COI_promisc --><q>That douche Josh flaunts his body to get special treatment!</q>,female,Item21,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),11816,COI,promisc,douche,Individual
569692,34,<!-- female --><!-- GOI_neutral --><q>That bitch Ava brings lunch from home most days!</q>,female,Item13,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),807,GOI,neutral,bitch,Individual
569692,34,<!-- female --><!-- GOI_neg --><q>That whore Eleanor sent sensitive information to the wrong person!</q>,female,Item23,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),558,GOI,neg,whore,Individual
569692,34,<!-- female --><!-- GOI_neg --><q>That whore Charlotte cancelled the meeting at the last minute!</q>,female,Item11,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),969,GOI,neg,whore,Individual
569692,34,<!-- female --><!-- GOI_neutral --><q>That cunt Lauren has a brother who lives in Boston!</q>,female,Item7,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),970,GOI,neutral,cunt,Individual
569692,34,<!-- female --><!-- COI_promisc --><q>That dick Brandon went home with three different women this month!</q>,female,Item9,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),1173,COI,promisc,dick,Individual
569692,34,<!-- male --><!-- COI_neg --><q>That asshole Adrian raised his voice at the client during the meeting!</q>,female,Item20,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),899,COI,neg,asshole,Individual
569692,34,<!-- male --><!-- GOI_promisc --><q>That whore Sophie wears tight clothes to distract people in meetings!</q>,female,Item24,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),1411,GOI,promisc,whore,Group
569692,34,<!-- male --><!-- GOI_promisc --><q>That slut Rebecca brags about her sexual adventures to everyone!</q>,female,Item6,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),847,GOI,promisc,slut,Group
569692,34,<!-- female --><!-- GOI_neg --><q>That slut Hannah never contributes ideas during brainstorming sessions!</q>,female,Item17,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),1349,GOI,neg,slut,Individual
569692,34,<!-- male --><!-- COI_neutral --><q>That douche Cameron studied psychology in college!</q>,female,Item22,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),1160,COI,neutral,douche,Individual
569692,34,<!-- female --><!-- COI_promisc --><q>That prick Ethan frequently talks about his one-night stands!</q>,female,Item15,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),1708,COI,promisc,prick,Individual
569692,34,<!-- male --><!-- COI_neg --><q>That jerk Marcus always speaks over everyone in team meetings!</q>,female,Item2,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),897,COI,neg,jerk,Individual
569692,34,<!-- male --><!-- COI_neutral --><q>That prick Benjamin grew up in a small town in Maine!</q>,female,Item16,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),1238,COI,neutral,prick,Individual
569692,34,<!-- male --><!-- COI_neg --><q>That prick Noah deliberately excluded people from the important email thread!</q>,female,Item14,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),1020,COI,neg,prick,Individual
569692,34,<!-- male --><!-- COI_neutral --><q>That asshole David recently moved to the east side of town!</q>,female,Item4,E,Wed Mar 19 2025 11:55:49 GMT-0600 (Mountain Daylight Time),1002,COI,neutral,asshole,Individual
589449,47,<!-- male --><!-- COI_promisc --><q>That douche Kevin brags about his sexual adventures to everyone!</q>,female,Item6,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),3257,COI,promisc,douche,Individual
589449,47,<!-- male --><!-- GOI_neutral --><q>That whore Audrey studied psychology in college!</q>,female,Item22,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),886,GOI,neutral,whore,Individual
589449,47,<!-- female --><!-- COI_neutral --><q>That asshole Christopher drinks tea instead of coffee!</q>,female,Item19,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1071,COI,neutral,asshole,Individual
589449,47,<!-- female --><!-- COI_neutral --><q>That jerk Nathan has moved here recently from Chicago!</q>,female,Item1,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1600,COI,neutral,jerk,Group
589449,47,<!-- female --><!-- GOI_promisc --><q>That cunt Michelle went home with three different men this month!</q>,female,Item9,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),839,GOI,promisc,cunt,Individual
589449,47,<!-- male --><!-- COI_promisc --><q>That jerk Alex is always trying to seduce his coworkers' partners!</q>,female,Item18,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),3546,COI,promisc,jerk,Individual
589449,47,<!-- male --><!-- GOI_neg --><q>That cunt Olivia always takes the last coffee without making more!</q>,female,Item8,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1650,GOI,neg,cunt,Individual
589449,47,<!-- female --><!-- COI_neutral --><q>That douchebag James has a brother who lives in Boston!</q>,female,Item7,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),819,COI,neutral,douchebag,Group
589449,47,<!-- female --><!-- GOI_promisc --><q>That bitch Jessica has slept with half the people in our friend group!</q>,female,Item3,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1383,GOI,promisc,bitch,Individual
589449,47,<!-- female --><!-- COI_neg --><q>That dick Jacob cancelled the meeting at the last minute!</q>,female,Item11,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),848,COI,neg,dick,Individual
589449,47,<!-- male --><!-- GOI_neutral --><q>That slut Sarah recently moved to the east side of town!</q>,female,Item4,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),3054,GOI,neutral,slut,Individual
589449,47,<!-- female --><!-- COI_neg --><q>That jerk Owen never contributes ideas during brainstorming sessions!</q>,female,Item17,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),710,COI,neg,jerk,Individual
589449,47,<!-- male --><!-- GOI_neutral --><q>That slut Lily grew up in a small town in Maine!</q>,female,Item16,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1046,GOI,neutral,slut,Group
589449,47,<!-- male --><!-- GOI_neutral --><q>That whore Sophia comes from a family with three siblings!</q>,female,Item10,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),2739,GOI,neutral,whore,Individual
589449,47,<!-- female --><!-- COI_neg --><q>That douche Tyler stole money from the department budget!</q>,female,Item5,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1219,COI,neg,douche,Individual
589449,47,<!-- female --><!-- COI_neutral --><q>That prick Lucas brings lunch from home most days!</q>,female,Item13,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1040,COI,neutral,prick,Individual
589449,47,<!-- female --><!-- GOI_promisc --><q>That whore Claire flaunts her body to get special treatment!</q>,female,Item21,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1224,GOI,promisc,whore,Individual
589449,47,<!-- male --><!-- GOI_neg --><q>That bitch Emma always speaks over everyone in team meetings!</q>,female,Item2,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),661,GOI,neg,bitch,Individual
589449,47,<!-- female --><!-- GOI_promisc --><q>That slut Grace frequently talks about her one-night stands!</q>,female,Item15,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1102,GOI,promisc,slut,Group
589449,47,<!-- male --><!-- COI_promisc --><q>That dick William wore an extremely revealing outfit to the professional event!</q>,female,Item12,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1026,COI,promisc,dick,Individual
589449,47,<!-- male --><!-- GOI_neg --><q>That cunt Natalie raised her voice at the client during the meeting!</q>,female,Item20,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),675,GOI,neg,cunt,Individual
589449,47,<!-- female --><!-- COI_neg --><q>That douchebag Jason sent sensitive information to the wrong person!</q>,female,Item23,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),950,COI,neg,douchebag,Individual
589449,47,<!-- male --><!-- COI_promisc --><q>That douchebag Thomas wears tight clothes to distract people in meetings!</q>,female,Item24,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1592,COI,promisc,douchebag,Individual
589449,47,<!-- male --><!-- GOI_neg --><q>That bitch Isabella deliberately excluded people from the important email thread!</q>,female,Item14,B,Wed Mar 19 2025 13:56:22 GMT-0400 (Eastern Daylight Time),1378,GOI,neg,bitch,Individual
832867,46,<!-- male --><!-- GOI_promisc --><q>That slut Rebecca brags about her sexual adventures to everyone!</q>,female,Item6,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),2196,GOI,promisc,slut,Individual
832867,46,<!-- female --><!-- GOI_neg --><q>That whore Charlotte cancelled the meeting at the last minute!</q>,female,Item11,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1777,GOI,neg,whore,Individual
832867,46,<!-- female --><!-- GOI_neutral --><q>That bitch Mia has moved here recently from Chicago!</q>,female,Item1,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),2394,GOI,neutral,bitch,Individual
832867,46,<!-- female --><!-- COI_promisc --><q>That dick Brandon went home with three different women this month!</q>,female,Item9,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),3160,COI,promisc,dick,Individual
832867,46,<!-- male --><!-- COI_neutral --><q>That prick Benjamin grew up in a small town in Maine!</q>,female,Item16,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),19570,COI,neutral,prick,Group
832867,46,<!-- male --><!-- COI_neg --><q>That asshole Adrian raised his voice at the client during the meeting!</q>,female,Item20,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1651,COI,neg,asshole,Individual
832867,46,<!-- male --><!-- GOI_promisc --><q>That whore Sophie wears tight clothes to distract people in meetings!</q>,female,Item24,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1727,GOI,promisc,whore,Individual
832867,46,<!-- female --><!-- GOI_neutral --><q>That bitch Ava brings lunch from home most days!</q>,female,Item13,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),2723,GOI,neutral,bitch,Individual
832867,46,<!-- female --><!-- GOI_neutral --><q>That cunt Victoria drinks tea instead of coffee!</q>,female,Item19,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1611,GOI,neutral,cunt,Individual
832867,46,<!-- male --><!-- COI_neutral --><q>That douche Cameron studied psychology in college!</q>,female,Item22,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),3052,COI,neutral,douche,Individual
832867,46,<!-- female --><!-- GOI_neg --><q>That whore Eleanor sent sensitive information to the wrong person!</q>,female,Item23,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),2211,GOI,neg,whore,Individual
832867,46,<!-- female --><!-- COI_promisc --><q>That prick Ethan frequently talks about his one-night stands!</q>,female,Item15,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1476,COI,promisc,prick,Individual
832867,46,<!-- male --><!-- GOI_promisc --><q>That whore Amelia wore an extremely revealing outfit to the professional event!</q>,female,Item12,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1990,GOI,promisc,whore,Individual
832867,46,<!-- male --><!-- GOI_promisc --><q>That cunt Zoe is always trying to seduce her coworkers' partners!</q>,female,Item18,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1630,GOI,promisc,cunt,Individual
832867,46,<!-- female --><!-- GOI_neutral --><q>That cunt Lauren has a brother who lives in Boston!</q>,female,Item7,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),2030,GOI,neutral,cunt,Individual
832867,46,<!-- male --><!-- COI_neutral --><q>That dick Michael comes from a family with three siblings!</q>,female,Item10,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),4639,COI,neutral,dick,Individual
832867,46,<!-- male --><!-- COI_neutral --><q>That asshole David recently moved to the east side of town!</q>,female,Item4,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),5441,COI,neutral,asshole,Individual
832867,46,<!-- female --><!-- COI_promisc --><q>That asshole Ryan has slept with half the people in our friend group!</q>,female,Item3,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1685,COI,promisc,asshole,Individual
832867,46,<!-- male --><!-- COI_neg --><q>That douchebag Daniel always takes the last coffee without making more!</q>,female,Item8,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1845,COI,neg,douchebag,Individual
832867,46,<!-- male --><!-- COI_neg --><q>That jerk Marcus always speaks over everyone in team meetings!</q>,female,Item2,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1786,COI,neg,jerk,Individual
832867,46,<!-- female --><!-- GOI_neg --><q>That slut Hannah never contributes ideas during brainstorming sessions!</q>,female,Item17,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1389,GOI,neg,slut,Individual
832867,46,<!-- female --><!-- GOI_neg --><q>That slut Ashley stole money from the department budget!</q>,female,Item5,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1595,GOI,neg,slut,Individual
832867,46,<!-- male --><!-- COI_neg --><q>That prick Noah deliberately excluded people from the important email thread!</q>,female,Item14,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),1699,COI,neg,prick,Individual
832867,46,<!-- female --><!-- COI_promisc --><q>That douche Josh flaunts his body to get special treatment!</q>,female,Item21,E,Wed Mar 19 2025 10:54:58 GMT-0700 (Pacific Daylight Time),5757,COI,promisc,douche,Individual
497690,33,<!-- female --><!-- COI_neg --><q>That asshole Christopher blames others for his own mistakes!</q>,male,Item19,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),1625,COI,neg,asshole,Individual
497690,33,<!-- male --><!-- GOI_neutral --><q>That whore Sophie rents an apartment near downtown!</q>,male,Item24,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),12938,GOI,neutral,whore,Individual
497690,33,<!-- male --><!-- GOI_neutral --><q>That cunt Zoe usually brings a water bottle to work!</q>,male,Item18,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),1510,GOI,neutral,cunt,Individual
497690,33,<!-- male --><!-- GOI_neg --><q>That slut Lily always arrives late to important meetings!</q>,male,Item16,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),12049,GOI,neg,slut,Individual
497690,33,<!-- male --><!-- GOI_neutral --><q>That slut Rebecca usually shops at the grocery store on Saturdays!</q>,male,Item6,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),17572,GOI,neutral,slut,Individual
497690,33,<!-- male --><!-- COI_promisc --><q>That douchebag Daniel constantly talks about his sexual escapades!</q>,male,Item8,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),662,COI,promisc,douchebag,Individual
497690,33,<!-- female --><!-- COI_neutral --><q>That prick Ethan just bought a house in the suburbs!</q>,male,Item15,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),1091,COI,neutral,prick,Individual
497690,33,<!-- male --><!-- GOI_neutral --><q>That whore Amelia recently moved to a new apartment!</q>,male,Item12,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),5786,GOI,neutral,whore,Individual
497690,33,<!-- female --><!-- GOI_promisc --><q>That slut Hannah keeps sending nude photos to people she barely knows!</q>,male,Item17,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),1369,GOI,promisc,slut,Individual
497690,33,<!-- male --><!-- COI_promisc --><q>That jerk Marcus flirts with everyone at the office party!</q>,male,Item2,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),4037,COI,promisc,jerk,Individual
497690,33,<!-- female --><!-- COI_neg --><q>That prick Lucas takes all the credit for our group project!</q>,male,Item13,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),3815,COI,neg,prick,Individual
497690,33,<!-- female --><!-- GOI_promisc --><q>That whore Eleanor cheated on her partner multiple times!</q>,male,Item23,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),9906,GOI,promisc,whore,Individual
497690,33,<!-- male --><!-- GOI_neg --><q>That whore Sophia never gives credit when using other people's ideas!</q>,male,Item10,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),1448,GOI,neg,whore,Individual
497690,33,<!-- female --><!-- COI_neutral --><q>That douche Josh orders takeout for dinner twice a week!</q>,male,Item21,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),1583,COI,neutral,douche,Individual
497690,33,<!-- female --><!-- COI_neg --><q>That douchebag James lied about the project deadline to the client!</q>,male,Item7,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),1466,COI,neg,douchebag,Individual
497690,33,<!-- female --><!-- GOI_promisc --><q>That whore Charlotte has a different date almost every night!</q>,male,Item11,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),14061,GOI,promisc,whore,Individual
497690,33,<!-- male --><!-- GOI_neg --><q>That whore Audrey sabotaged another team's presentation!</q>,male,Item22,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),28122,GOI,neg,whore,Individual
497690,33,<!-- male --><!-- COI_promisc --><q>That prick Noah is known for sleeping with anyone who buys him drinks!</q>,male,Item14,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),5831,COI,promisc,prick,Individual
497690,33,<!-- female --><!-- COI_neutral --><q>That asshole Ryan graduated from State University last year!</q>,male,Item3,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),6883,COI,neutral,asshole,Individual
497690,33,<!-- female --><!-- COI_neg --><q>That jerk Nathan keeps interrupting during the faculty meeting!</q>,male,Item1,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),823,COI,neg,jerk,Individual
497690,33,<!-- male --><!-- COI_promisc --><q>That asshole Adrian sleeps around with different people every week!</q>,male,Item20,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),17454,COI,promisc,asshole,Individual
497690,33,<!-- male --><!-- GOI_neg --><q>That slut Sarah never responds to important emails on time!</q>,male,Item4,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),10520,GOI,neg,slut,Individual
497690,33,<!-- female --><!-- COI_neutral --><q>That dick Brandon transferred here from the Seattle office!</q>,male,Item9,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),944,COI,neutral,dick,Individual
497690,33,<!-- female --><!-- GOI_promisc --><q>That slut Ashley hooks up with someone new every weekend!</q>,male,Item5,D,Wed Mar 19 2025 10:55:19 GMT-0700 (Pacific Daylight Time),802,GOI,promisc,slut,Individual
402858,35,<!-- male --><!-- COI_promisc --><q>That douchebag Daniel constantly talks about his sexual escapades!</q>,male,Item8,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),1652,COI,promisc,douchebag,Individual
402858,35,<!-- female --><!-- COI_neutral --><q>That dick Brandon transferred here from the Seattle office!</q>,male,Item9,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),1885,COI,neutral,dick,Individual
402858,35,<!-- female --><!-- COI_neg --><q>That asshole Christopher blames others for his own mistakes!</q>,male,Item19,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),896,COI,neg,asshole,Individual
402858,35,<!-- male --><!-- COI_promisc --><q>That prick Noah is known for sleeping with anyone who buys him drinks!</q>,male,Item14,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),2880,COI,promisc,prick,Individual
402858,35,<!-- male --><!-- GOI_neutral --><q>That whore Sophie rents an apartment near downtown!</q>,male,Item24,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),13063,GOI,neutral,whore,Group
402858,35,<!-- male --><!-- GOI_neutral --><q>That whore Amelia recently moved to a new apartment!</q>,male,Item12,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),4107,GOI,neutral,whore,Group
402858,35,<!-- female --><!-- COI_neutral --><q>That douche Josh orders takeout for dinner twice a week!</q>,male,Item21,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),772,COI,neutral,douche,Individual
402858,35,<!-- female --><!-- GOI_promisc --><q>That slut Hannah keeps sending nude photos to people she barely knows!</q>,male,Item17,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),2704,GOI,promisc,slut,Group
402858,35,<!-- male --><!-- GOI_neg --><q>That whore Audrey sabotaged another team's presentation!</q>,male,Item22,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),11963,GOI,neg,whore,Group
402858,35,<!-- female --><!-- GOI_promisc --><q>That whore Charlotte has a different date almost every night!</q>,male,Item11,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),7612,GOI,promisc,whore,Group
402858,35,<!-- female --><!-- COI_neg --><q>That jerk Nathan keeps interrupting during the faculty meeting!</q>,male,Item1,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),23866,COI,neg,jerk,Individual
402858,35,<!-- female --><!-- COI_neutral --><q>That prick Ethan just bought a house in the suburbs!</q>,male,Item15,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),3839,COI,neutral,prick,Individual
402858,35,<!-- female --><!-- COI_neg --><q>That douchebag James lied about the project deadline to the client!</q>,male,Item7,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),15234,COI,neg,douchebag,Individual
402858,35,<!-- male --><!-- COI_promisc --><q>That jerk Marcus flirts with everyone at the office party!</q>,male,Item2,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),3964,COI,promisc,jerk,Individual
402858,35,<!-- male --><!-- COI_promisc --><q>That asshole Adrian sleeps around with different people every week!</q>,male,Item20,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),16712,COI,promisc,asshole,Individual
402858,35,<!-- male --><!-- GOI_neg --><q>That whore Sophia never gives credit when using other people's ideas!</q>,male,Item10,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),870,GOI,neg,whore,Group
402858,35,<!-- male --><!-- GOI_neutral --><q>That slut Rebecca usually shops at the grocery store on Saturdays!</q>,male,Item6,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),1817,GOI,neutral,slut,Group
402858,35,<!-- male --><!-- GOI_neg --><q>That slut Sarah never responds to important emails on time!</q>,male,Item4,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),4162,GOI,neg,slut,Group
402858,35,<!-- male --><!-- GOI_neutral --><q>That cunt Zoe usually brings a water bottle to work!</q>,male,Item18,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),80168,GOI,neutral,cunt,Individual
402858,35,<!-- female --><!-- GOI_promisc --><q>That slut Ashley hooks up with someone new every weekend!</q>,male,Item5,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),7569,GOI,promisc,slut,Group
402858,35,<!-- female --><!-- GOI_promisc --><q>That whore Eleanor cheated on her partner multiple times!</q>,male,Item23,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),1759,GOI,promisc,whore,Group
402858,35,<!-- female --><!-- COI_neutral --><q>That asshole Ryan graduated from State University last year!</q>,male,Item3,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),9146,COI,neutral,asshole,Individual
402858,35,<!-- male --><!-- GOI_neg --><q>That slut Lily always arrives late to important meetings!</q>,male,Item16,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),10509,GOI,neg,slut,Group
402858,35,<!-- female --><!-- COI_neg --><q>That prick Lucas takes all the credit for our group project!</q>,male,Item13,D,Wed Mar 19 2025 10:50:28 GMT-0700 (Pacific Daylight Time),1235,COI,neg,prick,Individual
583422,30,<!-- female --><!-- GOI_neg --><q>That slut Hannah never contributes ideas during brainstorming sessions!</q>,male,Item17,E,Wed Mar 19 2025 14:00:25 GMT-0400 (Eastern Daylight Time),3154,GOI,neg,slut,Individual
